Code,Issuer,Type,Underlying,Strike,Maturity,Moneyless,Ratio,Last,%Change,Gearing,EffGearing,IV,Premium,Delta,Turnover,Outstanding,%Outstanding,Calllevel,Issued,AdjLast,Time
60526,HS,CBBC/BULL,HSI,23248,2019-12-30,10.69,15000,0.184,-8.458,9.43143,0,0,-0.087435,0,0,10000,0.01,23398,100000000,2760.00000536442,2019-08-22 15:00:00
60527,CS,CBBC/BULL,0788,1.53,2020-07-30,17.297,10,0.041,-2.381,4.5122,0,0,4.86486,0,0,5870000,5.87,1.63,100000000,0.410000011324883,2019-08-22 15:00:00
60543,CS,CBBC/BEAR,HSI,29187,2019-09-27,12.125,10000,0.325,4.839,8.00946,0,0,0.360189,0,0,2530000,1.265,29087,200000000,3249.99988079071,2019-08-22 15:00:00
60544,HS,CBBC/BEAR,0388,329.88,2019-12-09,31.113,500,0.165,1.227,3.0497,0,0,1.67727,0,0,0,0,327.88,100000000,82.5000032782555,2019-08-22 15:00:00
60547,CS,CBBC/BEAR,0027,61.08,2019-12-20,24.78,100,0.13,4.839,3.76538,0,0,1.77732,0,0,0,0,60.28,50000000,12.9999995231628,2019-08-22 15:00:00
60550,CS,CBBC/BEAR,0175,15.58,2020-02-27,31.145,50,0.076,-17.391,3.12632,0,0,0.841751,0,3900,0,0,15.08,80000000,3.79999987781048,2019-08-22 15:00:00
60567,EA,CBBC/BULL,1299,60.28,2019-08-28,20.996,100,0.171,-6.557,4.46199,0,0,1.41547,0,0,0,0,60.88,40000000,17.1000003814697,2019-08-22 15:00:00
60581,EA,CBBC/BULL,0700,293.99,2019-08-28,11.502,100,0.42,-5.618,7.90952,0,0,1.14088,0,0,90000,0.3,296.79,30000000,41.9999986886978,2019-08-22 15:00:00
60582,SG,CBBC/BULL,2601,22.2,2019-09-16,34.417,100,0.121,0,2.79752,0,0,1.32939,0,0,50000,0.05,23,100000000,12.0999999344349,2019-08-22 15:00:00
60583,CS,CBBC/BULL,0700,308.08,2019-11-28,7.261,100,0.26,-8.772,12.7769,0,0,0.565924,0,26000,4362000,8.724,310.88,50000000,25.9999990463257,2019-08-22 15:00:00
60584,SG,CBBC/BULL,2318,77.35,2019-11-28,14.578,100,0.133,0,6.80827,0,0,0.110436,0,0,100000000,100,78.05,100000000,13.3000001311302,2019-08-22 15:00:00
60590,HS,CBBC/BULL,0388,208.88,2019-12-30,16.979,500,0.084,-2.326,5.99048,0,0,-0.286169,0,17100,650000,0.65,210.88,100000000,41.9999994337559,2019-08-22 15:00:00
60591,SG,CBBC/BEAR,2382,124,2019-10-30,16.981,100,0.198,7.609,5.35354,0,0,1.69811,0,695600,7770000,19.425,120,40000000,19.7999998927116,2019-08-22 15:00:00
60604,HS,CBBC/BEAR,0175,20.48,2019-11-18,72.391,50,0.177,-7.813,1.34237,0,0,2.10438,0,0,0,0,19.88,50000000,8.85000005364418,2019-08-22 15:00:00
60606,EA,CBBC/BULL,0700,277.48,2019-08-28,16.472,100,0.58,-3.333,5.72759,0,0,0.987357,0,0,0,0,280.28,30000000,57.9999983310699,2019-08-22 15:00:00
60616,HS,CBBC/BEAR,0001,101.88,2019-10-21,44.204,100,0.335,0,2.10896,0,0,3.21302,0,0,0,0,100.38,40000000,33.500000834465,2019-08-22 15:00:00
60628,HT,CBBC/BULL,2822,12.6,2019-09-05,13.817,10,0.207,0,7.0628,0,0,0.341997,0,0,56000,0.14,12.8,40000000,2.07000002264977,2019-08-22 15:00:00
60636,CS,CBBC/BEAR,HSI,29338,2019-10-30,12.705,12000,0.275,5.769,7.88811,0,0,-0.0278132,0,0,460000,0.23,29238,200000000,3300.00007152557,2019-08-22 15:00:00
60639,CS,CBBC/BEAR,HSI,29478,2019-09-27,13.243,10000,0.36,5.882,7.23077,0,0,0.586844,0,0,210000,0.105,29378,200000000,3600.00014305115,2019-08-22 15:00:00
60642,EA,CBBC/BEAR,0027,59.8,2019-12-06,22.165,100,0.116,4.505,4.21983,0,0,1.53218,0,144100,0,0,59,100000000,11.599999666214,2019-08-22 15:00:00
60680,CS,CBBC/BEAR,HSI,29628,2019-09-27,13.819,12000,0.315,6.78,6.88644,0,0,0.702092,0,0,40000,0.02,29528,200000000,3779.99997138977,2019-08-22 15:00:00
60716,JP,CBBC/BULL,HSI,24358,2020-09-29,6.426,10000,0.155,-12.921,16.794,0,0,-0.471596,0,0,320000,0.16,24458,200000000,1550.00001192093,2019-08-22 15:00:00
60718,JP,CBBC/BULL,HSI,24158,2020-10-29,7.194,10000,0.172,-12.245,15.1342,0,0,-0.586844,0,224840,1440000,0.72,24258,200000000,1720.00005841255,2019-08-22 15:00:00
60719,JP,CBBC/BULL,HSI,23958,2020-10-29,7.963,10000,0.191,-10.748,13.6287,0,0,-0.62526,0,0,0,0,24058,200000000,1909.99999642372,2019-08-22 15:00:00
60734,UB,CBBC/BULL,1928,30.6,2019-09-23,14.763,100,0.059,-4.839,6.08475,0,0,1.67131,0,0,8000,0.008,31.4,100000000,5.90000003576279,2019-08-22 15:00:00
60745,CS,CBBC/BULL,2318,69.89,2019-12-13,22.816,100,0.212,-0.935,4.27123,0,0,0.596356,0,0,25000,0.03125,70.49,80000000,21.1999997496605,2019-08-22 15:00:00
60754,JP,CBBC/BULL,HSI,23000,2020-11-27,11.643,10000,0.28,-6.667,9.2967,0,0,-0.88649,0,0,0,0,23100,200000000,2800.00001192093,2019-08-22 15:00:00
60760,JP,CBBC/BULL,HSI,22200,2020-12-30,14.716,10000,0.355,-5.333,7.33261,0,0,-1.07857,0,0,0,0,22300,200000000,3549.99989271164,2019-08-22 15:00:00
60764,JP,CBBC/BULL,HSI,21900,2020-11-27,15.869,10000,0.385,-3.75,6.76124,0,0,-1.07857,0,0,130000,0.065,22000,200000000,3849.99990463257,2019-08-22 15:00:00
60765,JP,CBBC/BULL,HSI,21400,2020-12-30,17.79,10000,0.43,-4.444,6.05367,0,0,-1.27065,0,0,30000,0.015,21500,200000000,4300.00007152557,2019-08-22 15:00:00
60767,GS,CBBC/BULL,HSI,23908,2020-10-29,8.155,10000,0.193,-11.06,13.4874,0,0,-0.740509,0,19300,0,0,24008,200000000,1930.00003695488,2019-08-22 15:00:00
60770,GS,CBBC/BULL,HSI,23708,2020-10-29,8.923,10000,0.213,-8.974,12.221,0,0,-0.740509,0,0,150000,0.075,23808,200000000,2129.99999523163,2019-08-22 15:00:00
60771,GS,CBBC/BULL,HSI,23508,2020-10-29,9.691,10000,0.231,-7.6,11.2687,0,0,-0.817341,0,0,0,0,23608,200000000,2310.00006198883,2019-08-22 15:00:00
60778,GS,CBBC/BULL,HSI,23308,2020-10-29,10.46,10000,0,0,10.4963,0,0,-0.932589,0,0,0,0,23408,200000000,0,2019-08-22 15:00:00
60780,GS,CBBC/BULL,HSI,23108,2020-10-29,11.228,10000,0,0,9.64102,0,0,-0.855757,0,0,0,0,23208,200000000,0,2019-08-22 15:00:00
60781,GS,CBBC/BULL,HSI,22908,2020-10-29,11.996,10000,0.29,-4.918,8.97612,0,0,-0.855757,0,0,280000,0.14,23008,200000000,2899.9999165535,2019-08-22 15:00:00
60789,VT,CBBC/BULL,0883,10.2,2019-11-15,10.839,10,0.129,-9.79,8.86822,0,0,0.437063,0,12900,360000,0.9,10.4,40000000,1.28999993205071,2019-08-22 15:00:00
60797,GS,CBBC/BULL,1299,59.48,2019-11-15,22.045,100,0.176,-6.383,4.33523,0,0,1.02228,0,176000,22000,0.022,60.08,100000000,17.5999999046326,2019-08-22 15:00:00
60812,CS,CBBC/BULL,HSI,23727,2020-11-27,8.85,13000,0.162,-8.989,12.3603,0,0,-0.759717,0,0,0,0,23877,200000000,2106.00000619888,2019-08-22 15:00:00
60814,BP,CBBC/BEAR,HSI,31900,2019-08-29,22.547,10000,0,0,1,-1,0,0,0,0,0,0,0,250000000,0,2019-08-22 15:00:00
60819,CS,CBBC/BULL,HSI,23487,2020-10-29,9.772,12000,0.197,-7.944,11.0113,0,0,-0.690568,0,0,0,0,23637,200000000,2363.9999628067,2019-08-22 15:00:00
60832,CS,CBBC/BULL,1918,13.56,2020-02-27,59.941,100,0.211,-6.222,1.60427,0,0,2.39291,0,0,0,0,15.36,80000000,21.0999995470047,2019-08-22 15:00:00
60857,CS,CBBC/BEAR,0005,74.88,2019-12-13,31.715,100,0.187,2.186,3.04011,0,0,1.17854,0,0,60000,0.0857143,73.88,70000000,18.7000006437302,2019-08-22 15:00:00
60863,BP,CBBC/BEAR,HSI,32100,2019-08-29,23.316,10000,0,0,1,-1,0,0,0,0,0,0,0,250000000,0,2019-08-22 15:00:00
60865,CS,CBBC/BULL,3968,33.48,2019-12-30,8.774,100,0.04,-6.977,9.175,0,0,2.12534,0,29640,475000,0.678571,33.88,70000000,3.99999991059303,2019-08-22 15:00:00
60870,CS,CBBC/BEAR,0388,289.87,2019-12-20,15.211,100,0.405,1.25,6.21235,0,0,0.886328,0,0,109000,0.218,287.87,50000000,40.5000001192093,2019-08-22 15:00:00
60871,CS,CBBC/BULL,2318,77.49,2019-12-19,14.423,100,0.136,-1.449,6.65809,0,0,0.596356,0,0,1570000,1.9625,78.09,80000000,13.6000007390976,2019-08-22 15:00:00
60872,BP,CBBC/BEAR,HSI,32400,2019-08-29,24.468,10000,0,0,1,-1,0,0,0,0,0,0,0,250000000,0,2019-08-22 15:00:00
60884,SG,CBBC/BEAR,0027,60.8,2019-11-28,24.208,100,0.124,5.085,3.94758,0,0,1.1236,0,117500,90000,0.09,60,100000000,12.3999997973442,2019-08-22 15:00:00
60889,SG,CBBC/BEAR,0175,16.6,2020-02-17,39.731,50,0.099,-13.158,2.4,0,0,1.93603,0,140710,3000000,2,16,150000000,4.94999997317791,2019-08-22 15:00:00
60892,BP,CBBC/BEAR,HSI,32600,2019-08-29,25.236,10000,0,0,1,-1,0,0,0,0,0,0,0,250000000,0,2019-08-22 15:00:00
60903,SG,CBBC/BULL,0700,307.2,2019-10-29,7.526,100,0.28,-5.085,11.8643,0,0,0.90307,0,43600,280000,0.35,310,80000000,28.0000001192093,2019-08-22 15:00:00
60911,SG,CBBC/BEAR,0005,71,2019-09-27,24.89,100,0.145,4.317,3.92069,0,0,0.615655,0,0,36000,0.036,70,100000000,14.4999995827675,2019-08-22 15:00:00
60929,EA,CBBC/BULL,3968,30.68,2019-12-24,16.403,100,0.068,0,5.39706,0,0,2.12534,0,0,50000,0.125,31.08,40000000,6.8000003695488,2019-08-22 15:00:00
60931,EA,CBBC/BULL,3968,27.68,2019-12-24,24.578,100,0.099,-1,3.70707,0,0,2.39782,0,0,0,0,28.08,40000000,9.89999994635582,2019-08-22 15:00:00
60939,SG,CBBC/BULL,2318,69.75,2019-10-28,22.971,100,0.203,-0.49,4.46059,0,0,-0.552181,0,0,99875000,99.875,70.45,100000000,20.2999994158745,2019-08-22 15:00:00
60942,SG,CBBC/BULL,HSI,23408,2020-09-29,10.076,10000,0.238,-8.462,10.9373,0,0,-0.932589,0,0,320000,0.16,23508,200000000,2380.00005483627,2019-08-22 15:00:00
60947,SG,CBBC/BEAR,0700,382.8,2019-11-28,15.232,100,0.49,4.255,6.77959,0,0,-0.481638,0,0,1730000,2.1625,380,80000000,49.0000009536743,2019-08-22 15:00:00
60950,SG,CBBC/BULL,HSI,23958,2020-12-30,7.963,12000,0.158,-10.734,13.7293,0,0,-0.679043,0,160000,1000000,0.5,24058,200000000,1896.0000872612,2019-08-22 15:00:00
60985,HS,CBBC/BEAR,0388,297.88,2019-10-28,18.394,100,0.5,1.01,5.032,0,0,1.47854,0,0,110000,0.275,295.88,40000000,50,2019-08-22 15:00:00
60994,HS,CBBC/BEAR,HSI,30538,2019-11-28,17.315,20000,0.233,5.43,5.586,0,0,0.586844,0,0,2660000,2.21667,30388,120000000,4659.99990701675,2019-08-22 15:00:00
60998,HS,CBBC/BEAR,HSI,31138,2019-10-30,19.62,20000,0.265,1.923,4.91146,0,0,0.740509,0,0,200000,0.166667,30988,120000000,5299.99971389771,2019-08-22 15:00:00
61000,HS,CBBC/BEAR,HSI,31638,2019-12-30,21.541,20000,0.285,1.786,4.5668,0,0,0.356348,0,0,110000,0.0916667,31488,120000000,5699.99992847443,2019-08-22 15:00:00
61003,SG,CBBC/BEAR,HSI,29187,2019-08-29,12.125,10000,0.325,6.557,8.00946,0,0,0.360189,0,0,40000,0.016,29087,250000000,3249.99988079071,2019-08-22 15:00:00
61011,SG,CBBC/BEAR,HSI,29288,2019-09-27,12.513,12000,0.29,7.407,7.4801,0,0,0.855757,0,0,330000,0.132,29188,250000000,3479.9998998642,2019-08-22 15:00:00
61019,HS,CBBC/BULL,HSI,23048,2019-12-30,11.459,20000,0.15,-7.407,8.67692,0,0,0.0662293,0,12160,130000,0.0866667,23198,150000000,3000.00011920929,2019-08-22 15:00:00
61029,SG,CBBC/BULL,2318,81.3,2019-10-18,10.215,100,0.094,0,9.63298,0,0,0.165654,0,85360,5340000,5.34,82,100000000,9.39999967813492,2019-08-22 15:00:00
61033,SG,CBBC/BULL,2318,79.8,2019-10-25,11.872,100,0.109,0,8.30734,0,0,0.165654,0,0,805000,0.805,80.5,100000000,10.8999997377396,2019-08-22 15:00:00
61048,CS,CBBC/BULL,HSI,24788,2020-08-28,4.774,10000,0.108,-18.797,24.1026,0,0,-0.62526,0,1856380,28460000,14.23,24888,200000000,1080.00002801418,2019-08-22 15:00:00
61062,UB,CBBC/BEAR,HSI,33100,2019-10-30,27.157,20000,0.365,1.389,3.56586,0,0,0.88649,0,0,0,0,33000,400000000,7300.00019073486,2019-08-22 15:00:00
61070,SG,CBBC/BEAR,2018,62,2019-11-28,62.516,100,0.255,0,1.49608,0,0,4.32503,0,0,15000,0.0375,58,40000000,25.4999995231628,2019-08-22 15:00:00
61074,CS,CBBC/BULL,HSI,24539,2020-10-29,5.731,20000,0.061,-18.667,21.3367,0,0,-1.044,0,1026890,84640000,28.2133,24739,300000000,1220.00001370907,2019-08-22 15:00:00
61077,HS,CBBC/BULL,0388,225.38,2019-11-18,10.421,100,0.238,-6.667,10.5714,0,0,-0.961844,0,1612820,3160000,6.32,227.38,50000000,23.8000005483627,2019-08-22 15:00:00
61084,HS,CBBC/BULL,2382,60.88,2019-12-02,42.566,100,0.46,-1.075,2.30435,0,0,0.830189,0,70000,2590000,6.475,64.88,40000000,46.000000834465,2019-08-22 15:00:00
61089,HS,CBBC/BEAR,2018,55.88,2019-10-14,46.474,100,0.186,2.762,2.05108,0,0,2.28047,0,18800,400000,1,51.88,40000000,18.6000004410744,2019-08-22 15:00:00
61108,SG,CBBC/BEAR,1398,6.2,2019-09-20,26.016,10,0.135,2.273,3.64444,0,0,1.42276,0,0,100000,0.1,6.1,100000000,1.35000005364418,2019-08-22 15:00:00
61118,SG,CBBC/BULL,2822,12.5,2020-02-27,14.501,10,0.189,-3.077,7.73545,0,0,-1.57319,0,76800,1832000,1.832,12.6,100000000,1.88999995589256,2019-08-22 15:00:00
61120,JP,CBBC/BULL,HSI,23758,2020-09-29,8.731,10000,0.208,-10.73,12.5148,0,0,-0.740509,0,140100,1060000,0.53,23858,200000000,2080.00004291534,2019-08-22 15:00:00
61124,SG,CBBC/BEAR,HSCE,12300,2019-10-30,21.541,10000,0.226,2.262,4.47791,0,0,0.791298,0,0,0,0,12200,100000000,2259.99996066093,2019-08-22 15:00:00
61130,SG,CBBC/BULL,2822,12.1,2020-04-16,17.237,10,0.23,-1.288,6.35652,0,0,-1.50479,0,0,756000,0.756,12.2,100000000,2.30000004172325,2019-08-22 15:00:00
61132,SG,CBBC/BULL,2823,12.9,2020-02-10,11.523,10,0.156,-1.887,9.34615,0,0,-0.823045,0,0,921000,1.15125,13,80000000,1.56000003218651,2019-08-22 15:00:00
61137,VT,CBBC/BEAR,0941,93.1,2019-10-18,40.634,100,0.29,0,2.28276,0,0,3.17221,0,0,0,0,91.9,40000000,28.999999165535,2019-08-22 15:00:00
61138,BI,CBBC/BULL,3968,24.6,2019-12-30,32.97,100,0.129,-0.769,2.84496,0,0,2.17984,0,0,0,0,25,60000000,12.8999993205071,2019-08-22 15:00:00
61147,SG,CBBC/BEAR,3968,43.4,2019-09-30,18.256,100,0.07,2.941,5.24286,0,0,0.817439,0,14960,810000,0.81,43,100000000,7.00000002980232,2019-08-22 15:00:00
61149,HS,CBBC/BULL,0700,307.48,2020-01-06,7.441,500,0.056,-3.448,11.8643,0,0,0.987357,0,4823700,26150000,17.4333,309.98,150000000,28.0000008642673,2019-08-22 15:00:00
61175,SG,CBBC/BEAR,HSI,29428,2019-08-29,13.051,10000,0.345,6.154,7.54515,0,0,0.202683,0,16250,970000,0.388,29328,250000000,3449.99998807907,2019-08-22 15:00:00
61189,SG,CBBC/BEAR,HSI,29888,2019-09-27,14.818,12000,0.34,6.25,6.38009,0,0,0.855757,0,0,10000,0.004,29788,250000000,4080.00004291534,2019-08-22 15:00:00
61193,SG,CBBC/BEAR,HSI,29568,2019-10-30,13.589,12000,0.31,6.897,6.99752,0,0,0.702092,0,0,860000,0.344,29468,250000000,3720.00002861023,2019-08-22 15:00:00
61196,MB,CBBC/BULL,2318,61.18,2019-09-30,32.435,100,0.305,-12.857,2.96885,0,0,1.24793,0,772500,0,0,61.61,40000000,30.5000007152557,2019-08-22 15:00:00
61199,MB,CBBC/BULL,0027,42.18,2019-12-31,13.83,100,0.073,-2.667,6.70548,0,0,1.08274,0,0,300000,0.75,42.78,40000000,7.29999989271164,2019-08-22 15:00:00
61203,SG,CBBC/BEAR,HSI,29728,2019-10-30,14.203,12000,0.325,6.557,6.67455,0,0,0.778925,0,0,0,0,29628,250000000,3899.99985694885,2019-08-22 15:00:00
61212,HT,CBBC/BEAR,HSI,30800,2019-08-29,18.322,10000,0.5,5.263,5.20615,0,0,0.88649,0,0,0,0,30700,150000000,5000,2019-08-22 15:00:00
61213,GS,CBBC/BEAR,HSI,29187,2020-01-30,12.125,10000,0.32,6.667,8.13461,0,0,0.168109,0,243200,27670000,13.835,29087,200000000,3199.99992847443,2019-08-22 15:00:00
61216,BP,CBBC/BULL,HSCE,9300,2019-09-27,8.103,10000,0.082,-5.747,12.3416,0,0,-0.000790508,0,0,150000,0.15,9400,100000000,820.000022649765,2019-08-22 15:00:00
61217,BP,CBBC/BULL,HSCE,9100,2019-09-27,10.08,10000,0.101,-4.717,10.0199,0,0,-0.099604,0,3060,100000,0.1,9200,100000000,1010.00003516674,2019-08-22 15:00:00
61219,HT,CBBC/BEAR,HSI,31800,2019-10-30,22.163,10000,0,0,4.26734,0,0,1.27065,0,0,0,0,31700,150000000,0,2019-08-22 15:00:00
61228,HT,CBBC/BEAR,HSI,32600,2019-10-30,25.236,10000,0,0,3.77257,0,0,1.27065,0,0,0,0,32500,150000000,0,2019-08-22 15:00:00
61233,GS,CBBC/BULL,0388,227.08,2019-12-30,9.746,100,0.233,-8.627,10.7983,0,0,-0.484897,0,861720,3610000,3.61,229.08,100000000,23.2999995350838,2019-08-22 15:00:00
61240,GS,CBBC/BULL,2628,16.48,2019-12-30,8.95,10,0.171,-13.636,10.5848,0,0,0.497238,0,297580,10310000,10.31,17.08,100000000,1.71000003814697,2019-08-22 15:00:00
61241,GS,CBBC/BEAR,HSI,29338,2020-01-30,12.705,10000,0.34,6.25,7.65611,0,0,0.356348,0,0,0,0,29238,200000000,3400.00003576279,2019-08-22 15:00:00
61243,CS,CBBC/BULL,2822,12.98,2020-01-30,11.218,10,0.167,-1.183,8.75449,0,0,0.205198,0,0,12002000,24.004,13.08,50000000,1.66999995708466,2019-08-22 15:00:00
61247,GS,CBBC/BEAR,HSI,29488,2020-01-30,13.281,10000,0.355,5.97,7.33261,0,0,0.356348,0,0,70000,0.035,29388,200000000,3549.99989271164,2019-08-22 15:00:00
61255,CS,CBBC/BULL,0700,301.88,2019-12-30,9.127,500,0.067,-8.219,9.91642,0,0,0.957255,0,209470,22985000,9.194,304.68,250000000,33.500000834465,2019-08-22 15:00:00
61261,GS,CBBC/BEAR,HSI,29638,2020-01-30,13.858,10000,0.37,5.714,7.03534,0,0,0.356348,0,0,40000,0.02,29538,200000000,3700.00004768372,2019-08-22 15:00:00
61262,GS,CBBC/BEAR,HSI,29888,2020-01-30,14.818,10000,0.395,5.333,6.59007,0,0,0.356348,0,0,0,0,29788,200000000,3950.00010728836,2019-08-22 15:00:00
61263,CS,CBBC/BULL,2823,12.98,2020-01-30,10.974,10,0.157,-2.484,9.28662,0,0,-0.205761,0,3140,2130000,4.26,13.08,50000000,1.57000005245209,2019-08-22 15:00:00
61270,GS,CBBC/BEAR,HSI,30138,2020-01-30,15.778,10000,0.42,5,6.1978,0,0,0.356348,0,0,200000,0.1,30038,200000000,4199.99986886978,2019-08-22 15:00:00
61276,CS,CBBC/BULL,2822,12.18,2020-02-27,16.689,50,0.053,0,5.51698,0,0,1.43639,0,2100,220000,0.146667,12.28,150000000,2.64999996870756,2019-08-22 15:00:00
61280,HS,CBBC/BULL,HSI,22848,2019-12-30,12.227,15000,0.212,-7.424,8.18577,0,0,-0.0106028,0,0,10000,0.01,22998,100000000,3179.99996244907,2019-08-22 15:00:00
61282,GS,CBBC/BULL,2628,15.68,2019-12-30,13.37,10,0.275,-5.172,6.58182,0,0,1.8232,0,22000,670000,0.67,16.08,100000000,2.75000005960464,2019-08-22 15:00:00
61284,CS,CBBC/BULL,2823,12.18,2020-02-27,16.461,50,0.051,0,5.71765,0,0,1.02881,0,0,500000,0.333333,12.28,150000000,2.54999995231628,2019-08-22 15:00:00
61296,GS,CBBC/BEAR,0700,385.88,2019-12-30,16.159,100,0.53,1.923,6.26792,0,0,-0.204696,0,0,0,0,383.88,80000000,52.9999971389771,2019-08-22 15:00:00
61298,GS,CBBC/BULL,2318,77.4,2019-12-31,14.522,100,0.136,-3.546,6.65809,0,0,0.496963,0,208000,0,0,78,100000000,13.6000007390976,2019-08-22 15:00:00
61305,UB,CBBC/BULL,HSI,24477,2020-12-30,5.969,10000,0.137,-16.463,19.0006,0,0,-0.705934,0,2910700,13470000,6.735,24577,200000000,1369.99994516373,2019-08-22 15:00:00
61318,UB,CBBC/BULL,HSI,24266,2020-12-30,6.78,15000,0.111,-10.484,15.6341,0,0,-0.383239,0,0,590000,0.196667,24366,300000000,1665.00002145767,2019-08-22 15:00:00
61323,UB,CBBC/BULL,1093,8.8,2019-09-27,42.029,10,0,0,2.23235,0,0,2.7668,0,0,0,0,9.5,40000000,0,2019-08-22 15:00:00
61331,SG,CBBC/BEAR,0941,74.2,2019-12-30,12.085,100,0.098,13.953,6.7551,0,0,2.71903,0,150790,3740000,3.74,73,100000000,9.79999974370003,2019-08-22 15:00:00
61333,GS,CBBC/BEAR,HSI,29388,2020-01-30,12.897,10000,0.345,6.154,7.54515,0,0,0.356348,0,0,30000,0.015,29288,200000000,3449.99998807907,2019-08-22 15:00:00
61334,GS,CBBC/BEAR,HSI,29538,2020-01-30,13.473,10000,0.36,5.882,7.23077,0,0,0.356348,0,0,0,0,29438,200000000,3600.00014305115,2019-08-22 15:00:00
61340,HT,CBBC/BEAR,HSI,29378,2019-08-29,12.859,10000,0.355,7.576,7.33261,0,0,0.778925,0,0,0,0,29278,150000000,3549.99989271164,2019-08-22 15:00:00
61352,CS,CBBC/BEAR,HSI,31638,2019-09-27,21.541,10000,0,0,4.33846,0,0,1.50883,0,0,0,0,31538,200000000,0,2019-08-22 15:00:00
61353,CS,CBBC/BEAR,HSI,31768,2019-10-30,22.04,10000,0,0,4.26734,0,0,1.39358,0,0,0,0,31668,200000000,0,2019-08-22 15:00:00
61363,SG,CBBC/BULL,3988,2.52,2019-09-20,15.719,10,0.053,0,5.64151,0,0,2.00669,0,0,4810000,4.81,2.6,100000000,0.529999993741512,2019-08-22 15:00:00
61402,GS,CBBC/BULL,HSI,23608,2020-11-27,9.307,10000,0,0,11.7786,0,0,-0.817341,0,0,0,0,23708,200000000,0,2019-08-22 15:00:00
61411,GS,CBBC/BULL,HSI,23408,2020-11-27,10.076,10000,0.24,-7.692,10.8462,0,0,-0.855757,0,0,1000000,0.5,23508,200000000,2399.99994635582,2019-08-22 15:00:00
61414,GS,CBBC/BULL,HSI,23208,2020-11-27,10.844,10000,0,0,10.0118,0,0,-0.855757,0,0,0,0,23308,200000000,0,2019-08-22 15:00:00
61426,CS,CBBC/BEAR,HSI,31978,2019-10-30,22.847,10000,0,0,4.13187,0,0,1.35517,0,0,0,0,31878,200000000,0,2019-08-22 15:00:00
61432,GS,CBBC/BULL,2318,80.48,2019-12-31,11.121,100,0.105,-3.67,8.62381,0,0,0.474876,0,7080,210000,0.21,81.08,100000000,10.4999996721745,2019-08-22 15:00:00
61433,BP,CBBC/BEAR,HSI,29850,2019-09-27,14.672,10000,0.395,5.333,6.59007,0,0,0.502329,0,0,0,0,29750,250000000,3950.00010728836,2019-08-22 15:00:00
61440,BP,CBBC/BEAR,HSI,29950,2019-09-27,15.056,10000,0.405,5.195,6.42735,0,0,0.502329,0,0,0,0,29850,250000000,4050.00001192093,2019-08-22 15:00:00
61442,CS,CBBC/BULL,1918,27.28,2020-01-31,19.409,100,0.074,-16.854,4.57432,0,0,2.45199,0,162650,670000,1.11667,29.08,60000000,7.40000009536743,2019-08-22 15:00:00
61458,CS,CBBC/BEAR,0175,14.58,2020-04-09,22.727,50,0.057,-19.718,4.16842,0,0,1.26263,0,16450,3460000,6.92,14.08,50000000,2.85000000149012,2019-08-22 15:00:00
61473,UB,CBBC/BEAR,HSI,29310,2019-08-29,12.598,10000,0.335,4.688,7.77038,0,0,0.271832,0,0,470000,0.235,29210,200000000,3350.0000834465,2019-08-22 15:00:00
61474,UB,CBBC/BEAR,HSI,29500,2019-08-29,13.327,12000,0.305,5.172,7.11223,0,0,0.732825,0,0,0,0,29400,200000000,3660.00008583069,2019-08-22 15:00:00
61477,HT,CBBC/BULL,1928,30.28,2019-12-04,15.655,100,0.064,-11.111,5.60938,0,0,2.1727,0,1814200,120000,0.048,31.08,250000000,6.40000030398369,2019-08-22 15:00:00
61478,UB,CBBC/BEAR,HSI,29700,2019-08-29,14.096,12000,0.32,4.918,6.77884,0,0,0.655993,0,0,0,0,29600,200000000,3839.99991416931,2019-08-22 15:00:00
61514,CS,CBBC/BULL,1093,8.8,2020-07-30,42.029,50,0.131,1.55,2.31756,0,0,1.11989,0,0,120000,0.12,9.5,100000000,6.54999986290932,2019-08-22 15:00:00
61523,CS,CBBC/BEAR,0027,69.68,2020-01-30,42.349,100,0.211,2.927,2.31991,0,0,0.755873,0,0,11000000,22,68.88,50000000,21.0999995470047,2019-08-22 15:00:00
61528,GS,CBBC/BULL,2318,75.48,2019-12-20,16.643,100,0.156,-1.887,5.80449,0,0,0.585312,0,131970,0,0,76.08,100000000,15.6000003218651,2019-08-22 15:00:00
61536,CS,CBBC/BEAR,3968,46.28,2020-01-30,26.104,100,0.097,2.105,3.78351,0,0,0.326975,0,0,60000,0.1,45.88,60000000,9.70000028610229,2019-08-22 15:00:00
61548,SG,CBBC/BULL,2018,28,2019-11-21,26.606,100,0.111,-5.932,3.43694,0,0,2.49017,0,71050,360000,0.9,32,40000000,11.1000001430511,2019-08-22 15:00:00
61549,UB,CBBC/BEAR,HSI,29936,2019-08-29,15.002,12000,0.34,4.615,6.38009,0,0,0.67136,0,0,0,0,29836,200000000,4080.00004291534,2019-08-22 15:00:00
61556,HS,CBBC/BEAR,HSI,29438,2019-09-27,13.089,20000,0.175,6.707,7.43736,0,0,0.356348,0,1660,51610000,34.4067,29288,150000000,3499.99994039536,2019-08-22 15:00:00
61558,SG,CBBC/BULL,1928,31.2,2019-11-29,13.092,100,0.055,-6.78,6.52727,0,0,2.22841,0,0,2432000,3.04,32,80000000,5.49999997019768,2019-08-22 15:00:00
